from_id,to_id,quarter,instrument,invested_usd,pledged_usd
B04,P068,2026Q1,debt,32204000,4279000
B04,P068,2026Q2,debt,32055000,4428000
B04,P068,2026Q3,debt,32275000,4208000
B04,P068,2026Q4,debt,32312000,4171000
I004,P069,2025Q2,equity,5446000,11900000
I004,P069,2025Q3,equity,8693000,8654000
I004,P069,2025Q4,equity,10764000,6582000
I004,P069,2026Q1,equity,12088000,5258000
I004,P069,2026Q2,equity,12958000,4388000
I004,P069,2026Q3,equity,13280000,4067000
I004,P069,2026Q4,equity,13809000,3537000
B07,P069,2024Q2,debt,14014000,13287000
B07,P069,2024Q3,debt,20279000,7022000
B07,P069,2024Q4,debt,24052000,3249000
B07,P069,2025Q1,debt,24126000,3175000
B07,P069,2025Q2,debt,21676000,5624000
B07,P069,2025Q3,debt,22871000,4430000
B07,P069,2025Q4,debt,23816000,3484000
B07,P069,2026Q1,debt,24943000,2358000
B07,P069,2026Q2,debt,25188000,2112000
B07,P069,2026Q3,debt,24771000,2530000
B07,P069,2026Q4,debt,26665000,635000
I001,P070,2025Q2,equity,9944000,15888000
I001,P070,2025Q3,equity,9813000,15979000
I001,P070,2025Q4,equity,9712000,16050000
I001,P070,2026Q1,equity,10051000,15812000
I001,P070,2026Q2,equity,10329000,15618000
I001,P070,2026Q3,equity,10047000,15815000
I001,P070,2026Q4,equity,9730000,16037000
I042,P070,2024Q2,equity,2685000,7117000
I042,P070,2024Q3,equity,4372000,5430000
I042,P070,2024Q4,equity,5558000,4244000
I042,P070,2025Q1,equity,6231000,3571000
I042,P070,2025Q2,equity,5788000,2810000
I042,P070,2025Q3,equity,6223000,2505000
I042,P070,2025Q4,equity,6032000,2639000
I042,P070,2026Q1,equity,5981000,2675000
I042,P070,2026Q2,equity,6133000,2568000
I042,P070,2026Q3,equity,6207000,2517000
I042,P070,2026Q4,equity,5954000,2694000
B08,P070,2025Q1,mezzanine,22184000,41514000
B08,P070,2025Q2,mezzanine,11254000,36711000
B08,P070,2025Q3,mezzanine,11048000,36855000
B08,P070,2025Q4,mezzanine,11023000,36873000
B08,P070,2026Q1,mezzanine,11474000,36557000
B08,P070,2026Q2,mezzanine,10903000,36956000
B08,P070,2026Q3,mezzanine,11483000,36551000
B08,P070,2026Q4,mezzanine,11206000,36745000
I007,P071,2024Q4,equity,13387000,26242000
I007,P071,2025Q1,equity,21215000,18415000
I007,P071,2025Q2,equity,27338000,12292000
I007,P071,2025Q3,equity,31275000,8355000
I007,P071,2025Q4,equity,32228000,7402000
I007,P071,2026Q1,equity,34871000,4759000
I007,P071,2026Q2,equity,35491000,4139000
I007,P071,2026Q3,equity,35539000,4090000
I007,P071,2026Q4,equity,36991000,2639000
B01,P071,2024Q2,debt,158000,176000
B01,P071,2024Q3,debt,243000,91000
B01,P071,2024Q4,debt,282000,52000
B01,P071,2025Q1,debt,296000,39000
B01,P071,2025Q2,debt,246000,88000
B01,P071,2025Q3,debt,262000,73000
B01,P071,2025Q4,debt,276000,58000
B01,P071,2026Q1,debt,290000,44000
B01,P071,2026Q2,debt,289000,45000
B01,P071,2026Q3,debt,303000,31000
B01,P071,2026Q4,debt,315000,19000
B09,P071,2025Q4,debt,10313000,30600000
B09,P071,2026Q1,debt,17380000,23532000
B09,P071,2026Q2,debt,22732000,18181000
B09,P071,2026Q3,debt,27798000,13114000
B09,P071,2026Q4,debt,30266000,10647000
I001,P072,2025Q4,equity,9726000,15639000
I001,P072,2026Q1,equity,9994000,15451000
I001,P072,2026Q2,equity,9800000,15587000
I001,P072,2026Q3,equity,9687000,15666000
I001,P072,2026Q4,equity,9752000,15621000
B01,P072,2024Q2,debt,22957000,32269000
B01,P072,2024Q3,debt,36601000,18626000
B01,P072,2024Q4,debt,40921000,14305000
B01,P072,2025Q1,debt,44446000,10780000
B01,P072,2025Q2,debt,33110000,15482000
B01,P072,2025Q3,debt,32765000,15723000
B01,P072,2025Q4,debt,33312000,15340000
B01,P072,2026Q1,debt,34206000,14714000
B01,P072,2026Q2,debt,33120000,15474000
B01,P072,2026Q3,debt,32886000,15638000
B01,P072,2026Q4,debt,33573000,15158000
I022,P073,2024Q4,equity,23000,46000
I022,P073,2025Q1,equity,38000,31000
I022,P073,2025Q2,equity,48000,21000
I022,P073,2025Q3,equity,53000,16000
I022,P073,2025Q4,equity,57000,12000
I022,P073,2026Q1,equity,59000,10000
I022,P073,2026Q2,equity,59000,10000
I022,P073,2026Q3,equity,60000,9000
I022,P073,2026Q4,equity,60000,9000
I036,P073,2025Q2,equity,1030000,3287000
I036,P073,2025Q3,equity,1760000,2556000
I036,P073,2025Q4,equity,2175000,2141000
I036,P073,2026Q1,equity,2441000,1876000
I036,P073,2026Q2,equity,2476000,1840000
I036,P073,2026Q3,equity,2835000,1481000
I036,P073,2026Q4,equity,2745000,1572000
B03,P073,2024Q2,debt,4207000,6970000
B03,P073,2024Q3,debt,6378000,4798000
B03,P073,2024Q4,debt,7219000,3957000
B03,P073,2025Q1,debt,8141000,3035000
B03,P073,2025Q2,debt,6674000,4502000
B03,P073,2025Q3,debt,7149000,4027000
B03,P073,2025Q4,debt,7447000,3730000
B03,P073,2026Q1,debt,8036000,3140000
B03,P073,2026Q2,debt,8216000,2961000
B03,P073,2026Q3,debt,8535000,2641000
B03,P073,2026Q4,debt,8222000,2954000
I038,P074,2024Q4,equity,1588000,2819000
I038,P074,2025Q1,equity,2522000,1885000
I038,P074,2025Q2,equity,3210000,1197000
I038,P074,2025Q3,equity,3604000,803000
I038,P074,2025Q4,equity,3939000,468000
I038,P074,2026Q1,equity,4153000,255000
I038,P074,2026Q2,equity,4259000,148000
I038,P074,2026Q3,equity,4172000,235000
I038,P074,2026Q4,equity,4373000,34000
I062,P074,2024Q2,equity,7196000,14205000
I062,P074,2024Q3,equity,11694000,9707000
I062,P074,2024Q4,equity,14641000,6760000
I062,P074,2025Q1,equity,17266000,4135000
I062,P074,2025Q2,equity,17992000,3409000
I062,P074,2025Q3,equity,18711000,2691000
I062,P074,2025Q4,equity,19032000,2369000
I062,P074,2026Q1,equity,20394000,1008000
I062,P074,2026Q2,equity,20153000,1248000
I062,P074,2026Q3,equity,19482000,1920000
I062,P074,2026Q4,equity,19739000,1663000
B05,P074,2024Q4,mezzanine,22601000,37333000
B05,P074,2025Q1,mezzanine,36298000,23636000
B05,P074,2025Q2,mezzanine,27840000,32094000
B05,P074,2025Q3,mezzanine,34323000,25611000
B05,P074,2025Q4,mezzanine,39726000,20208000
B05,P074,2026Q1,mezzanine,41120000,18814000
B05,P074,2026Q2,mezzanine,44080000,15854000
B05,P074,2026Q3,mezzanine,46910000,13024000
B05,P074,2026Q4,mezzanine,48735000,11199000
I025,P075,2025Q3,equity,17409000,30165000
I025,P075,2025Q4,equity,28477000,19097000
I025,P075,2026Q1,equity,34704000,12870000
I025,P075,2026Q2,equity,39088000,8486000
I025,P075,2026Q3,equity,40911000,6663000
I025,P075,2026Q4,equity,44620000,2954000
I042,P075,2024Q4,equity,1974000,4416000
I042,P075,2025Q1,equity,3284000,3106000
I042,P075,2025Q2,equity,3980000,2410000
I042,P075,2025Q3,equity,4491000,1899000
I042,P075,2025Q4,equity,4844000,1547000
I042,P075,2026Q1,equity,5123000,1267000
I042,P075,2026Q2,equity,5013000,1377000
I042,P075,2026Q3,equity,5326000,1064000
I042,P075,2026Q4,equity,5300000,1090000
I060,P075,2024Q2,equity,17812000,33999000
I060,P075,2024Q3,equity,30356000,21456000
I060,P075,2024Q4,equity,39096000,12715000
I060,P075,2025Q1,equity,44249000,7563000
I060,P075,2025Q2,equity,46213000,5598000
I060,P075,2025Q3,equity,49724000,2088000
I060,P075,2025Q4,equity,49053000,2758000
I060,P075,2026Q1,equity,50843000,968000
I060,P075,2026Q2,equity,49945000,1867000
I060,P075,2026Q3,equity,50202000,1610000
I060,P075,2026Q4,equity,50240000,1572000
B08,P075,2025Q4,mezzanine,33731000,146037000
B08,P075,2026Q1,mezzanine,64645000,115124000
B08,P075,2026Q2,mezzanine,83963000,95805000
B08,P075,2026Q3,mezzanine,100847000,78921000
B08,P075,2026Q4,mezzanine,113544000,66225000
I015,P076,2024Q1,equity,13593000,23006000
I015,P076,2024Q2,equity,22402000,14196000
I015,P076,2024Q3,equity,25948000,10650000
I015,P076,2024Q4,equity,30029000,6569000
I015,P076,2025Q1,equity,31743000,4855000
I015,P076,2025Q2,equity,34465000,2133000
I015,P076,2025Q3,equity,34878000,1720000
I015,P076,2025Q4,equity,34793000,1805000
I015,P076,2026Q1,equity,35653000,946000
I015,P076,2026Q2,equity,35487000,1111000
I015,P076,2026Q3,equity,37137000,0
I015,P076,2026Q4,equity,36463000,135000
B16,P076,2025Q2,debt,12925000,34752000
B16,P076,2025Q3,debt,20885000,26792000
B16,P076,2025Q4,debt,28816000,18861000
B16,P076,2026Q1,debt,35220000,12456000
B16,P076,2026Q2,debt,38422000,9255000
B16,P076,2026Q3,debt,38589000,9088000
B16,P076,2026Q4,debt,41733000,5944000
B01,P076,2025Q3,debt,413000,1210000
B01,P076,2025Q4,debt,694000,929000
B01,P076,2026Q1,debt,889000,734000
B01,P076,2026Q2,debt,1059000,564000
B01,P076,2026Q3,debt,1110000,513000
B01,P076,2026Q4,debt,1226000,396000
I043,P077,2025Q3,equity,5367000,12762000
I043,P077,2025Q4,equity,8932000,9198000
I043,P077,2026Q1,equity,10538000,7591000
I043,P077,2026Q2,equity,12260000,5869000
I043,P077,2026Q3,equity,13509000,4621000
I043,P077,2026Q4,equity,13406000,4724000
I037,P077,2025Q4,equity,4472000,10624000
I037,P077,2026Q1,equity,7564000,7531000
I037,P077,2026Q2,equity,9087000,6008000
I037,P077,2026Q3,equity,10251000,4844000
I037,P077,2026Q4,equity,11213000,3882000
B09,P077,2025Q4,debt,8831000,28060000
B09,P077,2026Q1,debt,15622000,21269000
B09,P077,2026Q2,debt,20335000,16555000
B09,P077,2026Q3,debt,23981000,12909000
B09,P077,2026Q4,debt,27073000,9818000
I022,P078,2025Q3,equity,33000,60000
I022,P078,2025Q4,equity,34000,59000
I022,P078,2026Q1,equity,35000,58000
I022,P078,2026Q2,equity,33000,60000
I022,P078,2026Q3,equity,34000,59000
I022,P078,2026Q4,equity,34000,59000
I007,P078,2024Q3,equity,1220000,3999000
I007,P078,2024Q4,equity,1936000,3284000
I007,P078,2025Q1,equity,2568000,2651000
I007,P078,2025Q2,equity,2459000,1932000
I007,P078,2025Q3,equity,2549000,1869000
I007,P078,2025Q4,equity,2467000,1927000
I007,P078,2026Q1,equity,2466000,1927000
I007,P078,2026Q2,equity,2558000,1863000
I007,P078,2026Q3,equity,2547000,1870000
I007,P078,2026Q4,equity,2508000,1898000
B14,P078,2025Q2,debt,2761000,7710000
B14,P078,2025Q3,debt,2776000,7699000
B14,P078,2025Q4,debt,2740000,7724000
B14,P078,2026Q1,debt,2827000,7664000
B14,P078,2026Q2,debt,2738000,7726000
B14,P078,2026Q3,debt,2859000,7641000
B14,P078,2026Q4,debt,2759000,7711000
I001,P079,2024Q2,equity,5803000,15316000
I001,P079,2024Q3,equity,9644000,11475000
I001,P079,2024Q4,equity,11864000,9255000
I001,P079,2025Q1,equity,13282000,7837000
I001,P079,2025Q2,equity,13354000,5435000
I001,P079,2025Q3,equity,13601000,5263000
I001,P079,2025Q4,equity,13185000,5554000
I001,P079,2026Q1,equity,13328000,5453000
I001,P079,2026Q2,equity,13365000,5428000
I001,P079,2026Q3,equity,13593000,5268000
I001,P079,2026Q4,equity,13335000,5449000
B03,P079,2024Q4,debt,7378000,12017000
B03,P079,2025Q1,debt,11024000,8372000
B03,P079,2025Q2,debt,6848000,8783000
B03,P079,2025Q3,debt,6691000,8893000
B03,P079,2025Q4,debt,6729000,8866000
B03,P079,2026Q1,debt,6799000,8818000
B03,P079,2026Q2,debt,7028000,8657000
B03,P079,2026Q3,debt,6867000,8770000
B03,P079,2026Q4,debt,6805000,8813000
B12,P079,2025Q1,debt,5494000,6921000
B12,P079,2025Q2,debt,2968000,6613000
B12,P079,2025Q3,debt,2951000,6625000
B12,P079,2025Q4,debt,2829000,6710000
B12,P079,2026Q1,debt,2850000,6696000
B12,P079,2026Q2,debt,2983000,6603000
B12,P079,2026Q3,debt,2892000,6666000
B12,P079,2026Q4,debt,2863000,6687000
I011,P080,2025Q1,equity,3315000,9561000
I011,P080,2025Q2,equity,5260000,7615000
I011,P080,2025Q3,equity,6671000,6204000
I011,P080,2025Q4,equity,7623000,5252000
I011,P080,2026Q1,equity,7835000,5040000
I011,P080,2026Q2,equity,8366000,4509000
I011,P080,2026Q3,equity,8391000,4484000
I011,P080,2026Q4,equity,8550000,4325000
B13,P080,2024Q4,debt,6500000,8173000
B13,P080,2025Q1,debt,9932000,4740000
B13,P080,2025Q2,debt,7932000,6741000
B13,P080,2025Q3,debt,9233000,5440000
B13,P080,2025Q4,debt,10366000,4307000
B13,P080,2026Q1,debt,10832000,3841000
B13,P080,2026Q2,debt,11719000,2954000
B13,P080,2026Q3,debt,12280000,2393000
B13,P080,2026Q4,debt,12273000,2400000
B16,P080,2025Q4,debt,955000,2988000
B16,P080,2026Q1,debt,1574000,2369000
B16,P080,2026Q2,debt,2169000,1775000
B16,P080,2026Q3,debt,2670000,1273000
B16,P080,2026Q4,debt,2776000,1167000
I022,P081,2024Q4,equity,247000,621000
I022,P081,2025Q1,equity,411000,457000
I022,P081,2025Q2,equity,418000,315000
I022,P081,2025Q3,equity,413000,318000
I022,P081,2025Q4,equity,387000,336000
I022,P081,2026Q1,equity,409000,321000
I022,P081,2026Q2,equity,426000,309000
I022,P081,2026Q3,equity,410000,320000
I022,P081,2026Q4,equity,396000,330000
I020,P081,2024Q1,equity,654000,1700000
I020,P081,2024Q2,equity,1125000,1228000
I020,P081,2024Q3,equity,1345000,1009000
I020,P081,2024Q4,equity,1547000,806000
I020,P081,2025Q1,equity,1627000,726000
I020,P081,2025Q2,equity,1638000,501000
I020,P081,2025Q3,equity,1705000,454000
I020,P081,2025Q4,equity,1659000,486000
I020,P081,2026Q1,equity,1637000,501000
I020,P081,2026Q2,equity,1618000,515000
I020,P081,2026Q3,equity,1594000,532000
I020,P081,2026Q4,equity,1614000,517000
B03,P081,2024Q2,debt,2060000,4260000
B03,P081,2024Q3,debt,3136000,3183000
B03,P081,2024Q4,debt,3542000,2777000
B03,P081,2025Q1,debt,3954000,2365000
B03,P081,2025Q2,debt,2882000,2406000
B03,P081,2025Q3,debt,2910000,2386000
B03,P081,2025Q4,debt,2861000,2421000
B03,P081,2026Q1,debt,2982000,2336000
B03,P081,2026Q2,debt,3047000,2291000
B03,P081,2026Q3,debt,2821000,2449000
B03,P081,2026Q4,debt,2904000,2391000
B15,P081,2024Q1,debt,620000,1081000
B15,P081,2024Q2,debt,967000,734000
B15,P081,2024Q3,debt,1141000,560000
B15,P081,2024Q4,debt,1194000,507000
B15,P081,2025Q1,debt,1244000,457000
B15,P081,2025Q2,debt,1042000,461000
B15,P081,2025Q3,debt,1045000,459000
B15,P081,2025Q4,debt,1005000,487000
B15,P081,2026Q1,debt,996000,494000
B15,P081,2026Q2,debt,988000,499000
B15,P081,2026Q3,debt,1026000,473000
B15,P081,2026Q4,debt,979000,506000
I001,P082,2025Q1,equity,9257000,21093000
I001,P082,2025Q2,equity,9323000,14719000
I001,P082,2025Q3,equity,9211000,14798000
I001,P082,2025Q4,equity,9356000,14696000
I001,P082,2026Q1,equity,9782000,14398000
I001,P082,2026Q2,equity,9282000,14748000
I001,P082,2026Q3,equity,9223000,14789000
I001,P082,2026Q4,equity,9493000,14600000
I055,P082,2025Q1,equity,2660000,4573000
I055,P082,2025Q2,equity,2594000,3247000
I055,P082,2025Q3,equity,2573000,3262000
I055,P082,2025Q4,equity,2493000,3318000
I055,P082,2026Q1,equity,2502000,3312000
I055,P082,2026Q2,equity,2491000,3320000
I055,P082,2026Q3,equity,2605000,3240000
I055,P082,2026Q4,equity,2515000,3303000
B01,P082,2024Q2,debt,52667000,67967000
B01,P082,2024Q3,debt,76936000,43698000
B01,P082,2024Q4,debt,89121000,31512000
B01,P082,2025Q1,debt,94232000,26401000
B01,P082,2025Q2,debt,74017000,32631000
B01,P082,2025Q3,debt,71931000,34092000
B01,P082,2025Q4,debt,71667000,34277000
B01,P082,2026Q1,debt,74845000,32052000
B01,P082,2026Q2,debt,73626000,32905000
B01,P082,2026Q3,debt,72764000,33509000
B01,P082,2026Q4,debt,74045000,32612000
B04,P082,2024Q2,debt,9667000,12859000
B04,P082,2024Q3,debt,14123000,8403000
B04,P082,2024Q4,debt,17416000,5110000
B04,P082,2025Q1,debt,17690000,4835000
B04,P082,2025Q2,debt,14076000,5915000
B04,P082,2025Q3,debt,13600000,6248000
B04,P082,2025Q4,debt,13872000,6058000
B04,P082,2026Q1,debt,13852000,6072000
B04,P082,2026Q2,debt,13964000,5993000
B04,P082,2026Q3,debt,13422000,6373000
B04,P082,2026Q4,debt,13945000,6007000
I051,P083,2025Q3,equity,2766000,8118000
I051,P083,2025Q4,equity,4346000,6538000
I051,P083,2026Q1,equity,5457000,5427000
I051,P083,2026Q2,equity,6081000,4803000
I051,P083,2026Q3,equity,6540000,4344000
I051,P083,2026Q4,equity,7102000,3782000
I053,P083,2024Q3,equity,5914000,15688000
I053,P083,2024Q4,equity,10189000,11413000
I053,P083,2025Q1,equity,12475000,9126000
I053,P083,2025Q2,equity,14472000,7129000
I053,P083,2025Q3,equity,14746000,6855000
I053,P083,2025Q4,equity,15554000,6047000
I053,P083,2026Q1,equity,15710000,5891000
I053,P083,2026Q2,equity,16225000,5376000
I053,P083,2026Q3,equity,15763000,5838000
I053,P083,2026Q4,equity,16674000,4928000
B10,P083,2025Q2,debt,9842000,31756000
B10,P083,2025Q3,debt,16896000,24702000
B10,P083,2025Q4,debt,21951000,19647000
B10,P083,2026Q1,debt,25461000,16137000
B10,P083,2026Q2,debt,29116000,12482000
B10,P083,2026Q3,debt,30003000,11595000
B10,P083,2026Q4,debt,32530000,9068000
I050,P084,2024Q3,equity,17071000,29141000
I050,P084,2024Q4,equity,26332000,19880000
I050,P084,2025Q1,equity,33526000,12686000
I050,P084,2025Q2,equity,38509000,7703000
I050,P084,2025Q3,equity,40870000,5342000
I050,P084,2025Q4,equity,41480000,4731000
I050,P084,2026Q1,equity,44126000,2085000
I050,P084,2026Q2,equity,44491000,1721000
I050,P084,2026Q3,equity,46674000,0
I050,P084,2026Q4,equity,45012000,1199000
B01,P084,2025Q3,debt,18502000,53445000
B01,P084,2025Q4,debt,30482000,41465000
B01,P084,2026Q1,debt,40063000,31884000
B01,P084,2026Q2,debt,48623000,23324000
B01,P084,2026Q3,debt,54210000,17737000
B01,P084,2026Q4,debt,55715000,16232000
B11,P084,2025Q3,debt,3130000,9678000
B11,P084,2025Q4,debt,5547000,7261000
B11,P084,2026Q1,debt,7403000,5404000
B11,P084,2026Q2,debt,8458000,4349000
B11,P084,2026Q3,debt,9398000,3409000
B11,P084,2026Q4,debt,9883000,2924000
I017,P085,2025Q1,equity,13371000,30900000
I017,P085,2025Q2,equity,22964000,21307000
I017,P085,2025Q3,equity,27732000,16539000
I017,P085,2025Q4,equity,30578000,13693000
I017,P085,2026Q1,equity,33232000,11039000
I017,P085,2026Q2,equity,33756000,10515000
I017,P085,2026Q3,equity,35055000,9216000
I017,P085,2026Q4,equity,37350000,6921000
I054,P085,2024Q2,equity,5260000,8868000
I054,P085,2024Q3,equity,8285000,5844000
I054,P085,2024Q4,equity,10354000,3775000
I054,P085,2025Q1,equity,11825000,2304000
I054,P085,2025Q2,equity,11844000,2284000
I054,P085,2025Q3,equity,13101000,1028000
I054,P085,2025Q4,equity,13375000,754000
I054,P085,2026Q1,equity,14010000,119000
I054,P085,2026Q2,equity,14009000,120000
I054,P085,2026Q3,equity,13519000,610000
I054,P085,2026Q4,equity,14233000,0
B15,P085,2024Q2,debt,6317000,6424000
B15,P085,2024Q3,debt,9331000,3410000
B15,P085,2024Q4,debt,11113000,1628000
B15,P085,2025Q1,debt,11798000,942000
B15,P085,2025Q2,debt,10310000,2431000
B15,P085,2025Q3,debt,10781000,1960000
B15,P085,2025Q4,debt,11269000,1472000
B15,P085,2026Q1,debt,11808000,933000
B15,P085,2026Q2,debt,12132000,609000
B15,P085,2026Q3,debt,12262000,479000
B15,P085,2026Q4,debt,12566000,175000
B01,P085,2025Q1,debt,44243000,49139000
B01,P085,2025Q2,debt,41956000,51426000
B01,P085,2025Q3,debt,53449000,39932000
B01,P085,2025Q4,debt,62788000,30594000
B01,P085,2026Q1,debt,71851000,21530000
B01,P085,2026Q2,debt,76771000,16610000
B01,P085,2026Q3,debt,77922000,15459000
B01,P085,2026Q4,debt,79813000,13568000
I033,P086,2024Q1,equity,4398000,9836000
I033,P086,2024Q2,equity,7109000,7125000
I033,P086,2024Q3,equity,8790000,5444000
I033,P086,2024Q4,equity,9779000,4455000
I033,P086,2025Q1,equity,10619000,3615000
I033,P086,2025Q2,equity,10994000,3240000
I033,P086,2025Q3,equity,11136000,3098000
I033,P086,2025Q4,equity,11499000,2735000
I033,P086,2026Q1,equity,11647000,2586000
I033,P086,2026Q2,equity,11573000,2661000
I033,P086,2026Q3,equity,11919000,2314000
I033,P086,2026Q4,equity,12041000,2193000
I036,P086,2024Q4,equity,13861000,32570000
I036,P086,2025Q1,equity,23170000,23260000
I036,P086,2025Q2,equity,28536000,17894000
I036,P086,2025Q3,equity,31312000,15119000
I036,P086,2025Q4,equity,34872000,11558000
I036,P086,2026Q1,equity,35983000,10448000
I036,P086,2026Q2,equity,38724000,7706000
I036,P086,2026Q3,equity,38502000,7928000
I036,P086,2026Q4,equity,38330000,8100000
B09,P086,2025Q2,debt,4276000,12802000
B09,P086,2025Q3,debt,7384000,9694000
B09,P086,2025Q4,debt,9433000,7646000
B09,P086,2026Q1,debt,10888000,6191000
B09,P086,2026Q2,debt,12269000,4810000
B09,P086,2026Q3,debt,13355000,3724000
B09,P086,2026Q4,debt,13420000,3658000
B05,P086,2024Q1,mezzanine,29935000,50535000
B05,P086,2024Q2,mezzanine,47763000,32707000
B05,P086,2024Q3,mezzanine,57827000,22643000
B05,P086,2024Q4,mezzanine,64481000,15989000
B05,P086,2025Q1,mezzanine,71051000,9419000
B05,P086,2025Q2,mezzanine,56712000,23758000
B05,P086,2025Q3,mezzanine,59103000,21367000
B05,P086,2025Q4,mezzanine,62695000,17775000
B05,P086,2026Q1,mezzanine,65125000,15345000
B05,P086,2026Q2,mezzanine,66017000,14453000
B05,P086,2026Q3,mezzanine,67483000,12987000
B05,P086,2026Q4,mezzanine,71127000,9343000
I063,P087,2024Q1,equity,877000,1617000
I063,P087,2024Q2,equity,1416000,1078000
I063,P087,2024Q3,equity,1806000,688000
I063,P087,2024Q4,equity,2042000,452000
I063,P087,2025Q1,equity,2097000,397000
I063,P087,2025Q2,equity,2274000,220000
I063,P087,2025Q3,equity,2376000,118000
I063,P087,2025Q4,equity,2395000,99000
I063,P087,2026Q1,equity,2505000,0
I063,P087,2026Q2,equity,2474000,21000
I063,P087,2026Q3,equity,2493000,1000
I063,P087,2026Q4,equity,2565000,0
B03,P087,2024Q2,debt,2116000,2883000
B03,P087,2024Q3,debt,3218000,1781000
B03,P087,2024Q4,debt,3635000,1364000
B03,P087,2025Q1,debt,3943000,1056000
B03,P087,2025Q2,debt,3279000,1720000
B03,P087,2025Q3,debt,3585000,1414000
B03,P087,2025Q4,debt,3679000,1320000
B03,P087,2026Q1,debt,3799000,1200000
B03,P087,2026Q2,debt,3976000,1023000
B03,P087,2026Q3,debt,3999000,1000000
B03,P087,2026Q4,debt,3902000,1097000
I047,P088,2024Q3,equity,1297000,2902000
I047,P088,2024Q4,equity,2138000,2061000
I047,P088,2025Q1,equity,2683000,1516000
I047,P088,2025Q2,equity,3103000,1096000
I047,P088,2025Q3,equity,3312000,886000
I047,P088,2025Q4,equity,3512000,687000
I047,P088,2026Q1,equity,3582000,617000
I047,P088,2026Q2,equity,3663000,536000
I047,P088,2026Q3,equity,3666000,532000
I047,P088,2026Q4,equity,3661000,538000
I031,P088,2025Q4,equity,1581000,3881000
I031,P088,2026Q1,equity,2562000,2901000
I031,P088,2026Q2,equity,3255000,2208000
I031,P088,2026Q3,equity,3409000,2054000
I031,P088,2026Q4,equity,3811000,1652000
I045,P088,2025Q3,equity,2783000,7067000
I045,P088,2025Q4,equity,4691000,5159000
I045,P088,2026Q1,equity,5903000,3947000
I045,P088,2026Q2,equity,6262000,3588000
I045,P088,2026Q3,equity,7107000,2743000
